Mês/Ano,Razão Social,CNPJ,Estado,Município,Produto,Quantidade (m³)
02/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836006452.0,Goiás,PORANGATU,ÓLEO DE SOJA (GLYCINE MAX),505.0
02/2022,ADM DO BRASIL LTDA,2003402002461.0,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),29453.0
02/2022,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,8772264000175.0,Mato Grosso,VARZEA GRANDE,ÓLEO DE SOJA (GLYCINE MAX),3275.0
02/2022,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,8684263000179.0,Mato Grosso,NOVA MARILANDIA,ÓLEO DE SOJA (GLYCINE MAX),3252.0
02/2022,BUNGE ALIMENTOS S/A,84046101054366.0,Mato Grosso,NOVA MUTUM,ÓLEO DE SOJA (GLYCINE MAX),12713.0
02/2022,CAIBIENSE GRAN VITA LTDA,75817163000756.0,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),535.0
02/2022,CARAMURU ALIMENTOS S.A.,80671002668.0,Mato Grosso,SORRISO,ÓLEO DE SOJA (GLYCINE MAX),6303.0
02/2022,COFCO INTERNATIONAL BRASIL S.A.,6315338022864.0,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),15661.0
02/2022,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135.0,Mato Grosso,CUIABA,ÓLEO DE SOJA (GLYCINE MAX),2054.0
02/2022,CARGILL AGRICOLA S A,60498706029481.0,Mato Grosso do Sul,TRES LAGOAS,ÓLEO DE SOJA (GLYCINE MAX),9093.0
02/2022,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100.0,Mato Grosso do Sul,RIO BRILHANTE,ÓLEO DE SOJA (GLYCINE MAX),4272.0
02/2022,BINATURAL BAHIA LTDA,37880187000175.0,Bahia,SIMOES FILHO,ÓLEO DE SOJA (GLYCINE MAX),7740.0
02/2022,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358.0,Bahia,IRAQUARA,ÓLEO DE SOJA (GLYCINE MAX),5695.0
02/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386.0,Bahia,CANDEIAS,ÓLEO DE SOJA (GLYCINE MAX),3123.0
02/2022,J APARECIDO DOS SANTOS,33931174000127.0,Piauí,FLORIANO,ÓLEO DE SOJA (GLYCINE MAX),2250.0
02/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430.0,Tocantins,PORTO NACIONAL,ÓLEO DE SOJA (GLYCINE MAX),9126.0
02/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467.0,Minas Gerais,MONTES CLAROS,ÓLEO DE SOJA (GLYCINE MAX),3887.0
02/2022,JBS S/A,2916265013300.0,São Paulo,LINS,ÓLEO DE SOJA (GLYCINE MAX),163.0
02/2022,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,9267863000609.0,São Paulo,SUMARE,ÓLEO DE SOJA (GLYCINE MAX),14.0
02/2022,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120.0,São Paulo,ORLANDIA,ÓLEO DE SOJA (GLYCINE MAX),1277.0
02/2022,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,7322382000461.0,Paraná,MARIALVA,ÓLEO DE SOJA (GLYCINE MAX),23826.0
02/2022,POTENCIAL BIODIESEL LTDA,12613484000123.0,Paraná,LAPA,ÓLEO DE SOJA (GLYCINE MAX),24655.0
02/2022,BIANCHINI SA INDUSTRIA COMERCIO E AGRICULTURA,87548020000260.0,Rio Grande do Sul,CANOAS,ÓLEO DE SOJA (GLYCINE MAX),8002.0
02/2022,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,2987873001056.0,Rio Grande do Sul,MUITOS CAPOES,ÓLEO DE SOJA (GLYCINE MAX),1282.0
02/2022,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,7322382000119.0,Rio Grande do Sul,PASSO FUNDO,ÓLEO DE SOJA (GLYCINE MAX),35177.0
02/2022,CAMERA AGROALIMENTOS S.A,98248644002656.0,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),6731.0
02/2022,FUGA COUROS SA,91302349001610.0,Rio Grande do Sul,CAMARGO,ÓLEO DE SOJA (GLYCINE MAX),5614.0
02/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143.0,Rio Grande do Sul,CACHOEIRA DO SUL,ÓLEO DE SOJA (GLYCINE MAX),5454.0
02/2022,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257.0,Rio Grande do Sul,VERANOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),7959.0
02/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683.0,Rio Grande do Sul,ERECHIM,ÓLEO DE SOJA (GLYCINE MAX),15157.0
02/2022,TRES TENTOS AGROINDUSTRIAL SA,94813102001737.0,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),11198.0
02/2022,ADM DO BRASIL LTDA,2003402004677.0,Santa Catarina,JOACABA,ÓLEO DE SOJA (GLYCINE MAX),7686.0
02/2022,SEARA ALIMENTOS LTDA,2914460032788.0,Santa Catarina,MAFRA,ÓLEO DE SOJA (GLYCINE MAX),8356.0
02/2022,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,7113559000177.0,Goiás,FORMOSA,OUTROS MATERIAIS GRAXOS,151.0
02/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660.0,Goiás,ANAPOLIS,OUTROS MATERIAIS GRAXOS,1772.0
02/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836006452.0,Goiás,PORANGATU,OUTROS MATERIAIS GRAXOS,10625.0
02/2022,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,8772264000175.0,Mato Grosso,VARZEA GRANDE,OUTROS MATERIAIS GRAXOS,1034.0
02/2022,COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DE FELIZ NATAL - COOPERFELIZ,8382761000167.0,Mato Grosso,FELIZ NATAL,OUTROS MATERIAIS GRAXOS,1711.0
02/2022,FIAGRIL LTDA,2734023000821.0,Mato Grosso,LUCAS DO RIO VERDE,OUTROS MATERIAIS GRAXOS,3257.0
02/2022,JBS S/A,2916265028099.0,Mato Grosso,CAMPO VERDE,OUTROS MATERIAIS GRAXOS,9611.0
02/2022,BINATURAL BAHIA LTDA,37880187000175.0,Bahia,SIMOES FILHO,OUTROS MATERIAIS GRAXOS,1569.0
02/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430.0,Tocantins,PORTO NACIONAL,OUTROS MATERIAIS GRAXOS,534.0
02/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085.0,Rio de Janeiro,PORTO REAL,OUTROS MATERIAIS GRAXOS,1538.0
02/2022,JBS S/A,2916265013300.0,São Paulo,LINS,OUTROS MATERIAIS GRAXOS,148.0
02/2022,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,9267863000609.0,São Paulo,SUMARE,OUTROS MATERIAIS GRAXOS,136.0
02/2022,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,7322382000461.0,Paraná,MARIALVA,OUTROS MATERIAIS GRAXOS,15636.0
02/2022,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,7322382000119.0,Rio Grande do Sul,PASSO FUNDO,OUTROS MATERIAIS GRAXOS,11622.0
02/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683.0,Rio Grande do Sul,ERECHIM,OUTROS MATERIAIS GRAXOS,3102.0
01/2022,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,9267863000609.0,São Paulo,SUMARE,ÁCIDO GRAXO DE ÓLEO DE PALMA / DENDÊ,147.0
01/2022,CARAMURU ALIMENTOS S.A.,80671000371.0,Goiás,SAO SIMAO,ÁCIDO GRAXO DE ÓLEO DE SOJA,64.0
01/2022,CARAMURU ALIMENTOS S.A.,80671002153.0,Goiás,IPAMERI,ÁCIDO GRAXO DE ÓLEO DE SOJA,150.0
01/2022,MINERVA S.A.,67620377004705.0,Goiás,PALMEIRAS DE GOIAS,ÁCIDO GRAXO DE ÓLEO DE SOJA,42.0
01/2022,CAIBIENSE GRAN VITA LTDA,75817163000756.0,Mato Grosso,RONDONOPOLIS,ÁCIDO GRAXO DE ÓLEO DE SOJA,108.0
01/2022,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,9267863000609.0,São Paulo,SUMARE,ÁCIDO GRAXO DE ÓLEO DE SOJA,44.0
01/2022,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,7113559000177.0,Goiás,FORMOSA,GORDURA BOVINA,3472.0
01/2022,MINERVA S.A.,67620377004705.0,Goiás,PALMEIRAS DE GOIAS,GORDURA BOVINA,185.0
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836006452.0,Goiás,PORANGATU,GORDURA BOVINA,1041.0
01/2022,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135.0,Mato Grosso,CUIABA,GORDURA BOVINA,766.0
01/2022,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100.0,Mato Grosso do Sul,RIO BRILHANTE,GORDURA BOVINA,2994.0
01/2022,BINATURAL BAHIA LTDA,37880187000175.0,Bahia,SIMOES FILHO,GORDURA BOVINA,287.0
01/2022,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358.0,Bahia,IRAQUARA,GORDURA BOVINA,3223.0
01/2022,AMAZONBIO - INDUSTRIA E COMERCIO DE BIODIESEL DA AMAZONIA LTDA.,8794451000150.0,Rondônia,JI-PARANA,GORDURA BOVINA,443.0
01/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467.0,Minas Gerais,MONTES CLAROS,GORDURA BOVINA,4677.0
01/2022,JBS S/A,2916265013300.0,São Paulo,LINS,GORDURA BOVINA,6088.0
01/2022,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,9267863000609.0,São Paulo,SUMARE,GORDURA BOVINA,34.0
01/2022,POTENCIAL BIODIESEL LTDA,12613484000123.0,Paraná,LAPA,GORDURA BOVINA,3009.0
01/2022,FUGA COUROS SA,91302349001610.0,Rio Grande do Sul,CAMARGO,GORDURA BOVINA,9171.0
01/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143.0,Rio Grande do Sul,CACHOEIRA DO SUL,GORDURA BOVINA,141.0
01/2022,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257.0,Rio Grande do Sul,VERANOPOLIS,GORDURA BOVINA,7051.0
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683.0,Rio Grande do Sul,ERECHIM,GORDURA BOVINA,171.0
01/2022,TRES TENTOS AGROINDUSTRIAL SA,94813102001737.0,Rio Grande do Sul,IJUI,GORDURA BOVINA,205.0
01/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467.0,Minas Gerais,MONTES CLAROS,GORDURA DE FRANGO,1244.0
01/2022,JBS S/A,2916265013300.0,São Paulo,LINS,GORDURA DE FRANGO,624.0
01/2022,POTENCIAL BIODIESEL LTDA,12613484000123.0,Paraná,LAPA,GORDURA DE FRANGO,5629.0
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683.0,Rio Grande do Sul,ERECHIM,GORDURA DE FRANGO,228.0
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836006452.0,Goiás,PORANGATU,GORDURA DE PORCO,1465.0
01/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467.0,Minas Gerais,MONTES CLAROS,GORDURA DE PORCO,1369.0
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085.0,Rio de Janeiro,PORTO REAL,GORDURA DE PORCO,6067.0
01/2022,JBS S/A,2916265013300.0,São Paulo,LINS,GORDURA DE PORCO,1636.0
01/2022,POTENCIAL BIODIESEL LTDA,12613484000123.0,Paraná,LAPA,GORDURA DE PORCO,1344.0
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683.0,Rio Grande do Sul,ERECHIM,GORDURA DE PORCO,2307.0
01/2022,MINERVA S.A.,67620377004705.0,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),200.0
01/2022,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,8684263000179.0,Mato Grosso,NOVA MARILANDIA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),4764.0
01/2022,BINATURAL BAHIA LTDA,37880187000175.0,Bahia,SIMOES FILHO,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1218.0
01/2022,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358.0,Bahia,IRAQUARA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),103.0
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683.0,Rio Grande do Sul,ERECHIM,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),293.0
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836006452.0,Goiás,PORANGATU,ÓLEO DE FRITURA USADO,32.0
01/2022,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100.0,Mato Grosso do Sul,RIO BRILHANTE,ÓLEO DE FRITURA USADO,21.0
01/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386.0,Bahia,CANDEIAS,ÓLEO DE FRITURA USADO,19.0
01/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430.0,Tocantins,PORTO NACIONAL,ÓLEO DE FRITURA USADO,8.0
01/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467.0,Minas Gerais,MONTES CLAROS,ÓLEO DE FRITURA USADO,75.0
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085.0,Rio de Janeiro,PORTO REAL,ÓLEO DE FRITURA USADO,5065.0
01/2022,JBS S/A,2916265013300.0,São Paulo,LINS,ÓLEO DE FRITURA USADO,2698.0
01/2022,POTENCIAL BIODIESEL LTDA,12613484000123.0,Paraná,LAPA,ÓLEO DE FRITURA USADO,633.0
01/2022,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,7322382000119.0,Rio Grande do Sul,PASSO FUNDO,ÓLEO DE FRITURA USADO,537.0
01/2022,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257.0,Rio Grande do Sul,VERANOPOLIS,ÓLEO DE FRITURA USADO,1178.0
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683.0,Rio Grande do Sul,ERECHIM,ÓLEO DE FRITURA USADO,2144.0
01/2022,MINERVA S.A.,67620377004705.0,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE MILHO,85.0
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683.0,Rio Grande do Sul,ERECHIM,ÓLEO DE MILHO,191.0
01/2022,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,7113559000177.0,Goiás,FORMOSA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O),1483.0
01/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660.0,Goiás,ANAPOLIS,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O),359.0
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836006452.0,Goiás,PORANGATU,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O),207.0
01/2022,BINATURAL BAHIA LTDA,37880187000175.0,Bahia,SIMOES FILHO,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O),1043.0
01/2022,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358.0,Bahia,IRAQUARA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O),9467.0
01/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386.0,Bahia,CANDEIAS,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O),1517.0
01/2022,AMAZONBIO - INDUSTRIA E COMERCIO DE BIODIESEL DA AMAZONIA LTDA.,8794451000150.0,Rondônia,JI-PARANA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O),588.0
01/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430.0,Tocantins,PORTO NACIONAL,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O),565.0
01/2022,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,7113559000177.0,Goiás,FORMOSA,ÓLEO DE SOJA (GLYCINE MAX),8388.0
01/2022,CARAMURU ALIMENTOS S.A.,80671000371.0,Goiás,SAO SIMAO,ÓLEO DE SOJA (GLYCINE MAX),9365.0
01/2022,CARAMURU ALIMENTOS S.A.,80671002153.0,Goiás,IPAMERI,ÓLEO DE SOJA (GLYCINE MAX),12059.0
01/2022,CEREAL COMERCIO EXPORTACAO E REPRESENTACAO AGROPECUARIA SA,12377000160.0,Goiás,RIO VERDE,ÓLEO DE SOJA (GLYCINE MAX),7024.0
01/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660.0,Goiás,ANAPOLIS,ÓLEO DE SOJA (GLYCINE MAX),12215.0
01/2022,MINERVA S.A.,67620377004705.0,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE SOJA (GLYCINE MAX),787.0
01/2022,ADM DO BRASIL LTDA,2003402002461.0,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),19556.0
01/2022,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,8772264000175.0,Mato Grosso,VARZEA GRANDE,ÓLEO DE SOJA (GLYCINE MAX),2893.0
01/2022,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,8684263000179.0,Mato Grosso,NOVA MARILANDIA,ÓLEO DE SOJA (GLYCINE MAX),3687.0
01/2022,BUNGE ALIMENTOS S/A,84046101054366.0,Mato Grosso,NOVA MUTUM,ÓLEO DE SOJA (GLYCINE MAX),14486.0
01/2022,CAIBIENSE GRAN VITA LTDA,75817163000756.0,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),1001.0
01/2022,CARAMURU ALIMENTOS S.A.,80671002668.0,Mato Grosso,SORRISO,ÓLEO DE SOJA (GLYCINE MAX),1975.0
01/2022,COFCO INTERNATIONAL BRASIL S.A.,6315338022864.0,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),324.0
01/2022,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135.0,Mato Grosso,CUIABA,ÓLEO DE SOJA (GLYCINE MAX),3392.0
01/2022,CARGILL AGRICOLA S A,60498706029481.0,Mato Grosso do Sul,TRES LAGOAS,ÓLEO DE SOJA (GLYCINE MAX),9993.0
01/2022,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100.0,Mato Grosso do Sul,RIO BRILHANTE,ÓLEO DE SOJA (GLYCINE MAX),1720.0
01/2022,BINATURAL BAHIA LTDA,37880187000175.0,Bahia,SIMOES FILHO,ÓLEO DE SOJA (GLYCINE MAX),10390.0
01/2022,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358.0,Bahia,IRAQUARA,ÓLEO DE SOJA (GLYCINE MAX),9345.0
01/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386.0,Bahia,CANDEIAS,ÓLEO DE SOJA (GLYCINE MAX),2069.0
01/2022,J APARECIDO DOS SANTOS,33931174000127.0,Piauí,FLORIANO,ÓLEO DE SOJA (GLYCINE MAX),3883.0
01/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430.0,Tocantins,PORTO NACIONAL,ÓLEO DE SOJA (GLYCINE MAX),2661.0
01/2022,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467.0,Minas Gerais,MONTES CLAROS,ÓLEO DE SOJA (GLYCINE MAX),3477.0
01/2022,JBS S/A,2916265013300.0,São Paulo,LINS,ÓLEO DE SOJA (GLYCINE MAX),3345.0
01/2022,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120.0,São Paulo,ORLANDIA,ÓLEO DE SOJA (GLYCINE MAX),523.0
01/2022,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,7322382000461.0,Paraná,MARIALVA,ÓLEO DE SOJA (GLYCINE MAX),24671.0
01/2022,POTENCIAL BIODIESEL LTDA,12613484000123.0,Paraná,LAPA,ÓLEO DE SOJA (GLYCINE MAX),37980.0
01/2022,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,2987873001056.0,Rio Grande do Sul,MUITOS CAPOES,ÓLEO DE SOJA (GLYCINE MAX),3661.0
01/2022,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,7322382000119.0,Rio Grande do Sul,PASSO FUNDO,ÓLEO DE SOJA (GLYCINE MAX),36910.0
01/2022,CAMERA AGROALIMENTOS S.A,98248644002656.0,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),7719.0
01/2022,FUGA COUROS SA,91302349001610.0,Rio Grande do Sul,CAMARGO,ÓLEO DE SOJA (GLYCINE MAX),5961.0
01/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143.0,Rio Grande do Sul,CACHOEIRA DO SUL,ÓLEO DE SOJA (GLYCINE MAX),3176.0
01/2022,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257.0,Rio Grande do Sul,VERANOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),12175.0
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683.0,Rio Grande do Sul,ERECHIM,ÓLEO DE SOJA (GLYCINE MAX),16303.0
01/2022,TRES TENTOS AGROINDUSTRIAL SA,94813102001737.0,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),7805.0
01/2022,ADM DO BRASIL LTDA,2003402004677.0,Santa Catarina,JOACABA,ÓLEO DE SOJA (GLYCINE MAX),7104.0
01/2022,SEARA ALIMENTOS LTDA,2914460032788.0,Santa Catarina,MAFRA,ÓLEO DE SOJA (GLYCINE MAX),8666.0
01/2022,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,7113559000177.0,Goiás,FORMOSA,OUTROS MATERIAIS GRAXOS,170.0
01/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660.0,Goiás,ANAPOLIS,OUTROS MATERIAIS GRAXOS,551.0
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836006452.0,Goiás,PORANGATU,OUTROS MATERIAIS GRAXOS,13144.0
01/2022,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,8772264000175.0,Mato Grosso,VARZEA GRANDE,OUTROS MATERIAIS GRAXOS,847.0
01/2022,COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DE FELIZ NATAL - COOPERFELIZ,8382761000167.0,Mato Grosso,FELIZ NATAL,OUTROS MATERIAIS GRAXOS,1301.0
01/2022,FIAGRIL LTDA,2734023000821.0,Mato Grosso,LUCAS DO RIO VERDE,OUTROS MATERIAIS GRAXOS,5691.0
01/2022,JBS S/A,2916265028099.0,Mato Grosso,CAMPO VERDE,OUTROS MATERIAIS GRAXOS,10123.0
01/2022,BINATURAL BAHIA LTDA,37880187000175.0,Bahia,SIMOES FILHO,OUTROS MATERIAIS GRAXOS,922.0
01/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430.0,Tocantins,PORTO NACIONAL,OUTROS MATERIAIS GRAXOS,94.0
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085.0,Rio de Janeiro,PORTO REAL,OUTROS MATERIAIS GRAXOS,227.0
01/2022,JBS S/A,2916265013300.0,São Paulo,LINS,OUTROS MATERIAIS GRAXOS,184.0
01/2022,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,9267863000609.0,São Paulo,SUMARE,OUTROS MATERIAIS GRAXOS,79.0
01/2022,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,7322382000461.0,Paraná,MARIALVA,OUTROS MATERIAIS GRAXOS,14426.0
01/2022,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,7322382000119.0,Rio Grande do Sul,PASSO FUNDO,OUTROS MATERIAIS GRAXOS,12486.0
01/2022,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143.0,Rio Grande do Sul,CACHOEIRA DO SUL,OUTROS MATERIAIS GRAXOS,879.0
01/2022,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257.0,Rio Grande do Sul,VERANOPOLIS,OUTROS MATERIAIS GRAXOS,168.0
01/2022,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683.0,Rio Grande do Sul,ERECHIM,OUTROS MATERIAIS GRAXOS,2392.0
12/2021,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,9267863000609.0,São Paulo,SUMARE,ÁCIDO GRAXO DE ÓLEO DE PALMA / DENDÊ,227.0
12/2021,CARAMURU ALIMENTOS S.A.,80671000371.0,Goiás,SAO SIMAO,ÁCIDO GRAXO DE ÓLEO DE SOJA,95.0
12/2021,CARAMURU ALIMENTOS S.A.,80671002153.0,Goiás,IPAMERI,ÁCIDO GRAXO DE ÓLEO DE SOJA,340.0
12/2021,MINERVA S.A.,67620377004705.0,Goiás,PALMEIRAS DE GOIAS,ÁCIDO GRAXO DE ÓLEO DE SOJA,279.0
12/2021,CAIBIENSE GRAN VITA LTDA,75817163000756.0,Mato Grosso,RONDONOPOLIS,ÁCIDO GRAXO DE ÓLEO DE SOJA,295.0
12/2021,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,9267863000609.0,São Paulo,SUMARE,ÁCIDO GRAXO DE ÓLEO DE SOJA,69.0
12/2021,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,7113559000177.0,Goiás,FORMOSA,GORDURA BOVINA,3096.0
12/2021,MINERVA S.A.,67620377004705.0,Goiás,PALMEIRAS DE GOIAS,GORDURA BOVINA,569.0
12/2021,OLFAR S/A - ALIMENTO E ENERGIA,91830836006452.0,Goiás,PORANGATU,GORDURA BOVINA,1655.0
12/2021,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135.0,Mato Grosso,CUIABA,GORDURA BOVINA,994.0
12/2021,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100.0,Mato Grosso do Sul,RIO BRILHANTE,GORDURA BOVINA,782.0
